song_id,track_href,genre,song_name
3Bo3lNVQTtZYMCoItX8dKW,https://api.spotify.com/v1/tracks/3Bo3lNVQTtZYMCoItX8dKW,Dark Trap,P.S Fuck You Cunt (feat. Lil Peep)
40zwfL4MFqa3LN5Cauu70u,https://api.spotify.com/v1/tracks/40zwfL4MFqa3LN5Cauu70u,Dark Trap,Torch
6fMIRwUAU2Zyb2IaMGiyAg,https://api.spotify.com/v1/tracks/6fMIRwUAU2Zyb2IaMGiyAg,Dark Trap,"Buff Squad (feat. Pouya, Shakewell & Germ)"
1uDtlAvSiXgktRJjA8LpWC,https://api.spotify.com/v1/tracks/1uDtlAvSiXgktRJjA8LpWC,Dark Trap,Sarcophagus III (feat. $Uicideboy$)
2XT4tF5bnKqmxZi6rxN43d,https://api.spotify.com/v1/tracks/2XT4tF5bnKqmxZi6rxN43d,Dark Trap,Virginia Tech
177BasCdDuPYuv0E0Ujbqs,https://api.spotify.com/v1/tracks/177BasCdDuPYuv0E0Ujbqs,Dark Trap,Lte
0AANzyXvGrG0buJ8bksZyt,https://api.spotify.com/v1/tracks/0AANzyXvGrG0buJ8bksZyt,Dark Trap,Fuckthepopulation
2ww1CemCVpqs9sQXO9jfN2,https://api.spotify.com/v1/tracks/2ww1CemCVpqs9sQXO9jfN2,Dark Trap,Gloss of Blood
4kBrbBGK0vLW1CihB20Qtq,https://api.spotify.com/v1/tracks/4kBrbBGK0vLW1CihB20Qtq,Dark Trap,100K
7Cye3UbCA6UNuDykdCf3AB,https://api.spotify.com/v1/tracks/7Cye3UbCA6UNuDykdCf3AB,Dark Trap,Dark Light
35su7ZktjYPHSIUSKlr7XD,https://api.spotify.com/v1/tracks/35su7ZktjYPHSIUSKlr7XD,Dark Trap,"But Wait, There's More (feat. $uicideBoy$)"
4zoYSZrDb3EUPWlDi2OwAC,https://api.spotify.com/v1/tracks/4zoYSZrDb3EUPWlDi2OwAC,Dark Trap,Great Influence
44X2fcZQhyywsHTmvbS5zY,https://api.spotify.com/v1/tracks/44X2fcZQhyywsHTmvbS5zY,Dark Trap,It Don't Matter
